asset_id,unit_id,period,in_scope,asset_criticality,qds_max,oldest_critical_age_days,kev_count
A00663,FIN,P2,1,5,64,7,0
A00664,FIN,P2,1,5,49,2,0
A00665,FIN,P2,1,5,66,2,0
A00666,FIN,P2,1,5,68,14,0
A00667,FIN,P2,1,5,20,1,0
A00668,FIN,P2,1,5,49,4,0
A00669,FIN,P2,1,3,53,47,0
A00670,FIN,P2,1,5,53,15,0
A00671,FIN,P2,1,5,50,13,0
A00672,FIN,P2,1,4,30,10,0
A00673,IT,P2,1,4,42,84,0
A00674,IT,P2,1,4,41,22,0
A00675,IT,P2,1,5,75,23,0
A00676,IT,P2,1,5,37,14,0
A00677,IT,P2,1,5,36,2,0
A00678,IT,P2,1,4,30,3,0
A00679,IT,P2,1,5,34,8,0
A00680,IT,P2,1,5,31,10,0
A00681,IT,P2,1,5,33,11,0
A00682,IT,P2,1,3,19,11,0
A00683,IT,P2,1,5,53,6,0
A00684,IT,P2,0,0,0,0,0
A00685,IT,P2,1,5,25,42,0
A00686,IT,P2,1,5,20,53,0
A00687,IT,P2,1,5,47,1,0
A00688,IT,P2,1,4,56,3,0
A00689,IT,P2,1,4,73,7,0
A00690,IT,P2,1,5,46,4,0
A00691,IT,P2,1,5,31,3,0
A00692,IT,P2,1,5,33,21,0
A00693,IT,P2,1,5,45,8,0
A00694,IT,P2,1,5,36,17,0
A00695,IT,P2,1,5,76,50,0
A00696,IT,P2,1,5,26,38,0
A00697,IT,P2,1,5,6,32,0
A00698,IT,P2,1,4,41,42,0
A00699,IT,P2,1,5,10,10,0
A00700,IT,P2,1,5,49,7,0
A00701,IT,P2,1,3,41,41,0
A00702,IT,P2,1,3,30,10,0
A00703,IT,P2,1,5,10,1,0
A00704,IT,P2,1,5,29,28,0
A00705,IT,P2,1,5,47,11,0
A00706,IT,P2,1,5,28,1,0
A00707,IT,P2,1,5,26,1,0
A00708,IT,P2,1,5,54,13,0
A00709,IT,P2,1,5,38,5,0
A00710,IT,P2,1,5,44,12,0
A00711,IT,P2,1,5,26,52,0
A00712,IT,P2,1,5,56,8,0
A00713,IT,P2,1,4,54,70,0
A00714,IT,P2,1,4,53,2,0
A00715,IT,P2,1,5,7,18,0
A00716,IT,P2,1,4,30,1,0
A00717,IT,P2,1,5,39,4,0
A00718,IT,P2,1,3,17,37,0
A00719,IT,P2,1,5,39,1,0
A00720,IT,P2,1,5,37,20,0
A00721,IT,P2,1,4,28,4,0
A00722,IT,P2,1,5,65,63,0
A00723,IT,P2,1,5,37,7,0
A00724,IT,P2,1,4,24,12,0
A00725,IT,P2,1,4,32,4,0
A00726,IT,P2,1,5,55,15,0
A00727,IT,P2,1,5,40,8,0
A00728,IT,P2,1,4,27,9,0
A00729,IT,P2,1,4,44,23,0
A00730,IT,P2,1,5,54,10,0
A00731,IT,P2,1,4,26,48,0
A00732,IT,P2,1,4,28,28,0
A00733,IT,P2,1,4,17,7,0
A00734,IT,P2,1,5,31,8,0
A00735,IT,P2,1,3,40,22,0
A00736,IT,P2,1,5,50,7,0
A00737,IT,P2,1,4,60,15,0
A00738,IT,P2,1,5,45,10,0
A00739,IT,P2,1,4,26,21,0
A00740,IT,P2,1,5,55,8,0
A00741,IT,P2,1,5,22,26,0
A00742,IT,P2,1,4,26,19,0
A00743,IT,P2,1,5,37,23,0
A00744,IT,P2,1,5,34,4,0
A00745,IT,P2,1,4,43,2,0
A00746,IT,P2,1,5,63,9,0
A00747,IT,P2,1,5,32,45,0
A00748,IT,P2,1,5,53,10,0
A00749,IT,P2,1,5,18,10,0
A00750,IT,P2,1,5,33,12,0
A00751,IT,P2,1,4,59,27,0
A00752,IT,P2,1,5,23,6,0
A00753,IT,P2,1,5,37,12,0
A00754,IT,P2,1,5,42,3,0
A00755,IT,P2,1,5,25,1,0
A00756,IT,P2,1,5,31,20,0
A00757,IT,P2,1,5,33,67,0
A00758,IT,P2,1,4,55,12,0
A00759,IT,P2,1,5,47,1,0
A00760,IT,P2,1,5,25,6,0
A00761,IT,P2,1,5,54,32,0
A00762,IT,P2,1,5,32,3,0
A00763,IT,P2,1,5,45,28,0
A00764,IT,P2,1,5,31,39,0
A00765,IT,P2,1,4,21,8,0
A00766,IT,P2,1,3,42,6,0
A00767,IT,P2,1,5,28,22,0
A00768,IT,P2,1,5,39,27,0
A00769,IT,P2,1,4,52,5,0
A00770,IT,P2,1,3,54,8,0
A00771,IT,P2,1,5,35,26,0
A00772,IT,P2,1,4,68,4,0
A00773,IT,P2,1,4,26,56,0
A00774,IT,P2,1,5,49,22,0
A00775,IT,P2,1,5,64,8,0
A00776,IT,P2,1,5,30,5,0
A00777,IT,P2,1,5,41,38,0
A00778,IT,P2,1,5,42,14,0
A00779,IT,P2,1,5,49,27,0
A00780,IT,P2,1,5,33,24,0
A00781,IT,P2,1,5,49,3,0
A00782,IT,P2,1,4,28,18,0
A00783,IT,P2,1,4,39,20,0
A00784,IT,P2,1,5,33,37,0
A00785,IT,P2,1,5,27,52,0
A00786,IT,P2,1,5,38,13,0
A00787,IT,P2,1,5,25,4,0
A00788,IT,P2,1,5,55,10,0
A00789,IT,P2,1,5,28,37,0
A00790,IT,P2,1,5,15,10,0
A00791,IT,P2,1,4,63,19,0
A00792,IT,P2,1,5,48,37,0
A00793,IT,P2,1,5,61,2,0
A00794,IT,P2,1,5,39,1,0
A00795,IT,P2,1,5,39,7,0
A00796,IT,P2,1,5,36,1,0
A00797,IT,P2,1,5,49,9,0
A00798,IT,P2,1,4,51,36,0
A00799,IT,P2,1,5,46,21,0
A00800,IT,P2,1,5,49,32,0
A00801,IT,P2,1,5,28,35,0
A00802,IT,P2,1,4,26,3,0
A00803,IT,P2,1,5,53,16,0
A00804,IT,P2,1,4,34,18,0
A00805,IT,P2,1,5,41,8,0
A00806,IT,P2,1,4,35,29,0
A00807,IT,P2,1,5,19,8,0
A00808,IT,P2,1,4,69,18,0
A00809,IT,P2,1,5,48,11,0
A00810,IT,P2,1,5,15,11,0
A00811,IT,P2,1,5,33,36,0
A00812,IT,P2,1,5,64,12,0
A00813,IT,P2,1,4,40,18,0
A00814,IT,P2,1,4,33,15,0
A00815,IT,P2,1,5,36,0,0
A00816,IT,P2,1,4,42,10,0
A00817,IT,P2,1,5,48,41,0
A00818,IT,P2,1,4,17,1,0
A00819,IT,P2,1,5,40,19,0
A00820,IT,P2,1,5,49,20,0
A00821,IT,P2,1,5,41,16,0
A00822,IT,P2,1,3,55,10,0
A00823,IT,P2,1,5,45,76,0
A00824,IT,P2,1,5,40,12,0
A00825,IT,P2,1,5,46,12,0
A00826,IT,P2,1,5,40,27,0
A00827,IT,P2,1,5,36,31,0
A00828,IT,P2,1,4,15,12,0
A00829,IT,P2,1,5,33,16,0
A00830,IT,P2,1,5,81,9,1
A00831,IT,P2,1,5,43,7,0
A00832,IT,P2,1,5,61,14,0
A00833,RND,P2,1,5,49,29,0
A00834,RND,P2,0,0,0,0,0
A00835,RND,P2,1,4,44,28,0
A00836,RND,P2,0,0,0,0,0
A00837,RND,P2,1,4,38,96,0
A00838,RND,P2,0,0,0,0,0
A00839,RND,P2,0,0,0,0,0
A00840,RND,P2,1,5,46,14,0
A00841,RND,P2,1,5,58,36,0
A00842,RND,P2,0,0,0,0,0
A00843,RND,P2,1,3,84,28,1
A00844,RND,P2,1,5,55,81,0
A00845,RND,P2,1,3,53,69,0
A00846,RND,P2,1,4,76,26,0
A00847,RND,P2,0,0,0,0,0
A00848,RND,P2,1,4,61,104,0
A00849,RND,P2,1,4,83,3,1
A00850,RND,P2,1,3,98,164,1
A00851,RND,P2,1,4,55,29,0
A00852,RND,P2,1,3,51,89,0
A00853,RND,P2,1,3,84,94,1
A00854,RND,P2,0,0,0,0,0
A00855,RND,P2,1,3,53,81,0
A00856,RND,P2,1,4,100,0,0
A00857,RND,P2,1,4,82,172,0
A00858,RND,P2,1,4,74,47,0
A00859,RND,P2,1,4,46,12,0
A00860,RND,P2,1,3,88,87,0
A00861,RND,P2,1,4,74,70,0
A00862,RND,P2,1,5,52,47,0
A00863,RND,P2,0,0,0,0,0
A00864,RND,P2,1,5,100,15,0
A00865,RND,P2,0,0,0,0,0
A00866,RND,P2,1,5,69,1,0
A00867,RND,P2,1,4,81,28,0
A00868,RND,P2,1,5,67,212,0
A00869,RND,P2,1,4,45,99,0
A00870,RND,P2,1,4,97,62,0
A00871,RND,P2,0,0,0,0,0
A00872,RND,P2,0,0,0,0,0
A00873,RND,P2,0,0,0,0,0
A00874,RND,P2,0,0,0,0,0
A00875,RND,P2,1,2,66,41,0
A00876,RND,P2,1,4,67,33,0
A00877,RND,P2,1,4,72,74,0
A00878,RND,P2,1,3,71,62,0
A00879,RND,P2,0,0,0,0,0
A00880,RND,P2,1,3,54,94,0
A00881,RND,P2,0,0,0,0,0
A00882,RND,P2,0,0,0,0,0
A00883,RND,P2,0,0,0,0,0
A00884,RND,P2,1,4,78,24,0
A00885,RND,P2,0,0,0,0,0
A00886,RND,P2,1,5,79,174,0
A00887,RND,P2,1,5,69,10,0
A00888,RND,P2,1,3,46,103,0
A00889,RND,P2,1,5,49,8,0
A00890,RND,P2,1,4,32,67,0
A00891,RND,P2,1,4,52,73,0
A00892,RND,P2,1,3,45,9,0
A00893,RND,P2,1,4,86,49,0
A00894,RND,P2,1,2,72,40,0
A00895,RND,P2,1,5,64,38,0
A00896,RND,P2,1,4,89,55,1
A00897,RND,P2,1,5,60,12,0
A00898,RND,P2,0,0,0,0,0
A00899,RND,P2,1,4,62,33,0
A00900,RND,P2,1,4,79,32,0
A00901,RND,P2,1,1,74,30,0
A00902,RND,P2,0,0,0,0,0
A00903,RND,P2,1,5,66,31,0
A00904,RND,P2,1,5,54,31,0
A00905,RND,P2,0,0,0,0,0
A00906,RND,P2,1,4,55,31,0
A00907,RND,P2,1,4,95,52,0
A00908,RND,P2,1,4,53,95,0
A00909,RND,P2,0,0,0,0,0
A00910,RND,P2,1,4,85,2,0
A00911,RND,P2,1,4,90,168,0
A00912,RND,P2,0,0,0,0,0
A00913,RND,P2,1,5,81,50,0
A00914,RND,P2,1,5,69,102,0
A00915,RND,P2,1,5,63,96,0
A00916,RND,P2,1,4,83,185,0
A00917,RND,P2,1,4,44,26,0
A00918,RND,P2,1,5,61,74,0
A00919,RND,P2,1,4,50,103,0
A00920,RND,P2,1,5,48,49,0
A00921,RND,P2,1,3,31,49,0
A00922,RND,P2,1,4,85,28,0
A00923,RND,P2,1,4,74,35,0
A00924,RND,P2,0,0,0,0,0
A00925,RND,P2,1,4,76,18,0
A00926,RND,P2,1,3,83,58,0
A00927,RND,P2,1,3,47,28,0
A00928,RND,P2,1,4,59,160,0
A00929,RND,P2,0,0,0,0,0
A00930,RND,P2,1,4,89,11,0
A00931,RND,P2,1,3,61,39,0
A00932,RND,P2,0,0,0,0,0
A00933,RND,P2,1,5,69,23,0
A00934,RND,P2,1,4,50,15,0
A00935,RND,P2,1,5,55,90,0
A00936,RND,P2,1,3,39,112,0
A00937,RND,P2,1,4,36,27,0
A00938,RND,P2,1,4,7,4,0
A00939,RND,P2,1,2,67,190,0
A00940,RND,P2,1,4,52,29,0
A00941,RND,P2,1,3,67,10,0
A00942,RND,P2,1,3,43,34,0
A00943,RND,P2,1,2,43,113,0
A00944,RND,P2,1,2,76,75,0
A00945,RND,P2,1,5,78,82,0
A00946,RND,P2,1,3,67,9,0
A00947,RND,P2,1,5,71,48,0
A00948,RND,P2,1,3,56,99,0
A00949,RND,P2,1,3,81,21,2
A00950,RND,P2,1,4,75,28,0
A00951,RND,P2,0,0,0,0,0
A00952,RND,P2,1,3,34,48,0
A00953,RND,P2,1,4,72,10,0
A00954,RND,P2,1,2,30,65,0
A00955,RND,P2,1,4,72,12,0
A00956,RND,P2,1,3,58,94,0
A00957,RND,P2,1,4,70,3,0
A00958,RND,P2,1,4,62,201,0
A00959,RND,P2,0,0,0,0,0
A00960,RND,P2,1,4,79,170,0
A00961,RND,P2,1,5,48,80,0
A00962,RND,P2,1,3,47,32,0
A00963,RND,P2,1,3,98,40,0
A00964,RND,P2,1,5,100,60,0
A00965,RND,P2,1,5,90,5,0
A00966,RND,P2,0,0,0,0,0
A00967,RND,P2,1,4,79,3,0
A00968,RND,P2,1,5,66,4,0
A00969,RND,P2,1,4,70,0,0
A00970,RND,P2,1,4,63,131,0
A00971,RND,P2,1,4,55,151,0
A00972,RND,P2,1,5,38,156,0
A00973,RND,P2,1,4,90,66,1
A00974,RND,P2,1,5,82,58,0
A00975,RND,P2,0,0,0,0,0
A00976,RND,P2,0,0,0,0,0
A00977,RND,P2,1,4,65,154,0
A00978,RND,P2,1,4,47,16,0
A00979,RND,P2,1,4,64,104,0
A00980,RND,P2,1,4,73,80,0
A00981,RND,P2,0,0,0,0,0
A00982,RND,P2,1,5,73,29,0
A00983,RND,P2,1,5,44,26,0
A00984,RND,P2,1,4,60,32,0
A00985,RND,P2,1,3,63,13,0
A00986,RND,P2,0,0,0,0,0
A00987,RND,P2,1,4,20,130,0
A00988,RND,P2,1,4,77,133,0
A00989,RND,P2,1,2,81,27,0
A00990,RND,P2,1,4,43,11,0
A00991,RND,P2,1,4,58,86,0
A00992,RND,P2,0,0,0,0,0
A00993,RND,P2,1,5,35,16,0
A00994,RND,P2,1,5,65,5,0
A00995,RND,P2,1,4,61,29,0
A00996,RND,P2,1,2,56,158,0
A00997,RND,P2,1,5,64,24,0
A00998,RND,P2,1,4,74,42,0
A00999,RND,P2,1,4,82,12,0
A01000,RND,P2,1,4,40,22,0
A01001,RND,P2,1,3,43,208,0
A01002,RND,P2,0,0,0,0,0
A01003,RND,P2,1,5,83,36,0
A01004,RND,P2,1,5,75,101,0
A01005,RND,P2,1,5,42,36,0
A01006,RND,P2,1,4,39,13,0
A01007,RND,P2,1,5,75,4,0
A01008,RND,P2,1,4,55,5,0
A01009,RND,P2,1,5,67,66,0
A01010,RND,P2,1,5,71,46,0
A01011,RND,P2,1,3,38,128,0
A01012,RND,P2,1,2,68,6,0
A01013,RND,P2,1,5,100,202,0
A01014,RND,P2,1,2,59,78,0
A01015,RND,P2,0,0,0,0,0
A01016,RND,P2,1,5,57,40,0
A01017,RND,P2,1,4,75,39,0
A01018,RND,P2,1,4,69,16,0
A01019,RND,P2,1,3,29,38,0
A01020,RND,P2,1,4,57,20,0
A01021,RND,P2,1,3,93,24,0
A01022,RND,P2,1,4,71,10,0
A01023,RND,P2,1,5,59,74,0
A01024,RND,P2,1,5,55,5,0
A01025,RND,P2,1,5,76,184,0
A01026,RND,P2,1,4,53,2,0
A01027,RND,P2,1,4,64,28,0
A01028,RND,P2,1,4,86,9,0
A01029,RND,P2,0,0,0,0,0
A01030,RND,P2,1,5,44,120,0
A01031,RND,P2,1,5,96,52,1
A01032,RND,P2,1,3,43,10,0
A01033,RND,P2,1,4,84,40,2
A01034,RND,P2,1,4,69,38,0
A01035,RND,P2,0,0,0,0,0
A01036,RND,P2,1,5,60,24,0
A01037,RND,P2,1,5,63,6,0
A01038,RND,P2,1,1,59,33,0
A01039,RND,P2,0,0,0,0,0
A01040,RND,P2,1,5,57,78,0
A01041,RND,P2,1,4,89,31,0
A01042,RND,P2,1,4,69,58,0
A01043,RND,P2,0,0,0,0,0
A01044,RND,P2,1,5,9,104,0
A01045,RND,P2,0,0,0,0,0
A01046,RND,P2,0,0,0,0,0
A01047,RND,P2,1,3,64,60,0
A01048,RND,P2,1,1,76,20,0
A01049,RND,P2,1,4,89,33,0
A01050,RND,P2,1,4,59,70,0
A01051,RND,P2,1,5,33,52,0
A01052,RND,P2,1,4,57,21,0
A01053,RND,P2,1,5,88,19,0
A01054,RND,P2,1,4,73,21,0
A01055,RND,P2,1,5,68,1,0
A01056,RND,P2,1,5,49,16,0
A01057,RND,P2,0,0,0,0,0
A01058,RND,P2,1,3,66,29,0
A01059,RND,P2,1,4,46,2,0
A01060,RND,P2,0,0,0,0,0
A01061,RND,P2,0,0,0,0,0
A01062,RND,P2,1,5,32,10,0
A01063,RND,P2,1,4,72,360,0
A01064,RND,P2,1,3,58,112,0
A01065,RND,P2,1,3,63,7,0
A01066,RND,P2,1,4,93,64,2
A01067,RND,P2,1,4,42,3,0
A01068,RND,P2,1,2,61,295,0
A01069,RND,P2,0,0,0,0,0
A01070,RND,P2,1,4,86,103,0
A01071,RND,P2,1,3,57,59,0
A01072,RND,P2,1,5,65,62,0
A01073,RND,P2,1,5,64,34,0
A01074,RND,P2,1,3,41,105,0
A01075,RND,P2,0,0,0,0,0
A01076,RND,P2,1,5,68,23,0
A01077,RND,P2,1,3,66,13,0
A01078,RND,P2,1,2,42,261,0
A01079,RND,P2,1,3,76,26,0
A01080,RND,P2,1,4,73,72,0
A01081,RND,P2,1,4,68,98,0
A01082,RND,P2,1,5,64,5,0
A01083,RND,P2,0,0,0,0,0
A01084,RND,P2,1,4,100,22,0
A01085,RND,P2,1,4,49,126,0
A01086,RND,P2,1,4,46,98,0
A01087,RND,P2,0,0,0,0,0
A01088,RND,P2,0,0,0,0,0
A01089,RND,P2,1,4,52,14,0
A01090,RND,P2,1,3,81,75,0
A01091,RND,P2,1,5,39,120,0
A01092,RND,P2,1,3,69,10,0
A01093,RND,P2,1,4,41,27,0
A01094,RND,P2,1,4,63,13,0
A01095,RND,P2,1,4,66,8,0
A01096,RND,P2,0,0,0,0,0
A01097,RND,P2,1,5,57,8,0
A01098,RND,P2,1,5,78,16,0
A01099,RND,P2,1,5,64,10,0
A01100,RND,P2,1,3,83,54,2
A01101,RND,P2,1,4,82,0,1
A01102,RND,P2,1,3,45,81,0
A01103,RND,P2,0,0,0,0,0
A01104,RND,P2,1,4,62,46,0
A01105,RND,P2,1,3,75,121,0
A01106,RND,P2,1,4,56,26,0
A01107,RND,P2,1,4,100,12,1
A01108,RND,P2,1,3,79,127,0
A01109,RND,P2,0,0,0,0,0
A01110,RND,P2,1,5,71,11,0
A01111,RND,P2,1,4,46,45,0
A01112,RND,P2,1,4,81,69,0
A01113,RND,P2,1,5,72,7,0
A01114,RND,P2,0,0,0,0,0
A01115,RND,P2,1,3,70,59,0
A01116,RND,P2,1,3,59,70,0
A01117,RND,P2,0,0,0,0,0
A01118,RND,P2,1,4,43,2,0
A01119,RND,P2,1,4,93,90,2
A01120,RND,P2,1,4,71,94,0
A01121,RND,P2,1,5,38,172,0
A01122,RND,P2,1,3,53,70,0
A01123,RND,P2,0,0,0,0,0
A01124,RND,P2,0,0,0,0,0
A01125,RND,P2,1,5,67,61,0
A01126,RND,P2,1,4,94,3,2
A01127,RND,P2,1,3,41,26,0
A01128,RND,P2,1,4,41,22,0
A01129,RND,P2,1,4,78,41,0
A01130,RND,P2,1,5,49,67,0
A01131,RND,P2,1,5,65,45,0
A01132,RND,P2,1,4,69,86,0
A01133,RND,P2,1,4,94,51,2
A01134,RND,P2,1,4,54,17,0
A01135,RND,P2,1,4,100,18,1
A01136,RND,P2,1,3,54,9,0
A01137,RND,P2,1,5,54,55,0
A01138,RND,P2,1,5,78,33,0
A01139,RND,P2,1,5,87,9,1
A01140,RND,P2,1,4,47,95,0
A01141,RND,P2,1,2,62,48,0
A01142,RND,P2,1,4,40,150,0
A01143,RND,P2,1,4,75,60,0
A01144,RND,P2,1,4,76,25,0
A01145,RND,P2,1,4,58,12,0
A01146,RND,P2,1,4,42,157,0
A01147,RND,P2,1,3,45,78,0
A01148,RND,P2,1,4,85,43,0
A01149,RND,P2,1,3,54,55,0
A01150,RND,P2,1,4,73,38,0
A01151,RND,P2,1,2,32,20,0
A01152,RND,P2,1,3,86,103,0
A01153,RND,P2,1,5,63,134,0
A01154,RND,P2,1,5,75,88,0
A01155,RND,P2,0,0,0,0,0
A01156,RND,P2,1,5,66,54,0
A01157,RND,P2,1,3,60,203,0
A01158,RND,P2,0,0,0,0,0
A01159,RND,P2,1,4,56,16,0
A01160,RND,P2,1,4,87,15,0
A01161,RND,P2,1,3,35,175,0
A01162,RND,P2,1,4,55,105,0
A01163,RND,P2,1,4,49,18,0
A01164,RND,P2,0,0,0,0,0
A01165,RND,P2,1,2,29,23,0
A01166,RND,P2,1,4,61,10,0
A01167,RND,P2,1,5,47,143,0
A01168,RND,P2,1,5,57,60,0
A01169,RND,P2,1,5,73,6,0
A01170,RND,P2,1,5,62,66,0
A01171,RND,P2,1,4,56,42,0
A01172,RND,P2,1,3,81,15,2
A01173,RND,P2,0,0,0,0,0
A01174,RND,P2,1,4,69,114,0
A01175,RND,P2,0,0,0,0,0
A01176,RND,P2,1,5,58,5,0
A01177,RND,P2,1,2,45,3,0
A01178,RND,P2,1,3,49,55,0
A01179,RND,P2,1,3,38,300,0
A01180,RND,P2,1,4,64,58,0
A01181,RND,P2,1,3,55,13,0
A01182,RND,P2,1,5,40,97,0
A01183,RND,P2,1,5,69,96,0
A01184,RND,P2,0,0,0,0,0
A01185,OPS_IT_A,P2,0,0,0,0,0
A01186,OPS_IT_A,P2,1,4,69,139,0
A01187,OPS_IT_A,P2,0,0,0,0,0
A01188,OPS_IT_A,P2,1,4,65,107,0
A01189,OPS_IT_A,P2,1,4,47,39,0
A01190,OPS_IT_A,P2,1,5,51,166,0
A01191,OPS_IT_A,P2,1,3,57,43,0
A01192,OPS_IT_A,P2,1,3,47,135,0
A01193,OPS_IT_A,P2,1,3,51,38,0
A01194,OPS_IT_A,P2,0,0,0,0,0
A01195,OPS_IT_A,P2,1,4,88,233,0
A01196,OPS_IT_A,P2,1,1,85,93,0
A01197,OPS_IT_A,P2,1,4,55,91,0
A01198,OPS_IT_A,P2,0,0,0,0,0
A01199,OPS_IT_A,P2,0,0,0,0,0
A01200,OPS_IT_A,P2,1,3,99,44,1
A01201,OPS_IT_A,P2,0,0,0,0,0
A01202,OPS_IT_A,P2,0,0,0,0,0
A01203,OPS_IT_A,P2,0,0,0,0,0
A01204,OPS_IT_A,P2,1,4,61,24,0
A01205,OPS_IT_A,P2,1,3,74,94,0
A01206,OPS_IT_A,P2,1,5,62,18,0
A01207,OPS_IT_A,P2,1,3,58,44,0
A01208,OPS_IT_A,P2,0,0,0,0,0
A01209,OPS_IT_A,P2,1,4,53,61,0
A01210,OPS_IT_A,P2,1,3,61,321,0
A01211,OPS_IT_A,P2,1,4,82,220,0
A01212,OPS_IT_A,P2,1,2,52,52,0
A01213,OPS_IT_A,P2,0,0,0,0,0
A01214,OPS_IT_A,P2,1,4,51,31,0
A01215,OPS_IT_A,P2,1,4,55,21,0
A01216,OPS_IT_A,P2,1,5,28,94,0
A01217,OPS_IT_A,P2,1,3,56,3,0
A01218,OPS_IT_A,P2,1,3,56,139,0
A01219,OPS_IT_A,P2,1,3,65,2,0
A01220,OPS_IT_A,P2,1,4,91,33,0
A01221,OPS_IT_A,P2,1,5,50,35,0
A01222,OPS_IT_A,P2,1,5,55,87,0
A01223,OPS_IT_A,P2,1,5,79,109,0
A01224,OPS_IT_A,P2,1,4,73,51,0
A01225,OPS_IT_A,P2,0,0,0,0,0
A01226,OPS_IT_A,P2,1,5,40,70,0
A01227,OPS_IT_A,P2,0,0,0,0,0
A01228,OPS_IT_A,P2,1,5,58,7,0
A01229,OPS_IT_A,P2,1,4,66,11,0
A01230,OPS_IT_A,P2,1,3,45,20,0
A01231,OPS_IT_A,P2,1,5,74,87,0
A01232,OPS_IT_A,P2,1,4,82,66,0
A01233,OPS_IT_A,P2,0,0,0,0,0
A01234,OPS_IT_A,P2,1,4,53,230,0
A01235,OPS_IT_A,P2,1,5,64,13,0
A01236,OPS_IT_A,P2,1,4,70,113,0
A01237,OPS_IT_A,P2,1,5,64,262,0
A01238,OPS_IT_A,P2,0,0,0,0,0
A01239,OPS_IT_A,P2,1,5,53,79,0
A01240,OPS_IT_A,P2,0,0,0,0,0
A01241,OPS_IT_A,P2,1,4,53,23,0
A01242,OPS_IT_A,P2,1,4,49,69,0
A01243,OPS_IT_A,P2,1,4,48,152,0
A01244,OPS_IT_A,P2,0,0,0,0,0
A01245,OPS_IT_A,P2,1,4,51,62,0
A01246,OPS_IT_A,P2,1,4,74,145,0
A01247,OPS_IT_A,P2,1,4,77,53,0
A01248,OPS_IT_A,P2,1,4,83,162,0
A01249,OPS_IT_A,P2,1,4,63,151,0
A01250,OPS_IT_A,P2,1,4,54,61,0
A01251,OPS_IT_A,P2,0,0,0,0,0
A01252,OPS_IT_A,P2,0,0,0,0,0
A01253,OPS_IT_A,P2,1,5,43,12,0
A01254,OPS_IT_A,P2,1,5,87,62,0
A01255,OPS_IT_A,P2,1,4,77,1,0
A01256,OPS_IT_A,P2,1,3,78,23,0
A01257,OPS_IT_A,P2,0,0,0,0,0
A01258,OPS_IT_A,P2,1,4,55,89,0
A01259,OPS_IT_A,P2,0,0,0,0,0
A01260,OPS_IT_A,P2,0,0,0,0,0
A01261,OPS_IT_A,P2,1,2,29,20,0
A01262,OPS_IT_A,P2,1,3,68,122,0
A01263,OPS_IT_A,P2,1,4,83,51,0
A01264,OPS_IT_A,P2,1,5,64,9,0
A01265,OPS_IT_A,P2,1,2,93,58,0
A01266,OPS_IT_A,P2,1,5,52,129,0
A01267,OPS_IT_A,P2,1,2,35,68,0
A01268,OPS_IT_A,P2,1,4,50,244,0
A01269,OPS_IT_A,P2,1,5,69,17,0
A01270,OPS_IT_A,P2,1,4,51,115,0
A01271,OPS_IT_A,P2,1,4,63,78,0
A01272,OPS_IT_A,P2,1,5,69,202,0
A01273,OPS_IT_A,P2,1,5,52,121,0
A01274,OPS_IT_A,P2,0,0,0,0,0
A01275,OPS_IT_A,P2,1,5,68,105,0
A01276,OPS_IT_A,P2,0,0,0,0,0
A01277,OPS_IT_A,P2,1,4,62,178,0
A01278,OPS_IT_A,P2,1,4,59,14,0
A01279,OPS_IT_A,P2,0,0,0,0,0
A01280,OPS_IT_A,P2,1,4,63,83,0
A01281,OPS_IT_A,P2,1,5,64,68,0
A01282,OPS_IT_A,P2,1,5,82,189,1
A01283,OPS_IT_A,P2,1,4,81,37,1
A01284,OPS_IT_A,P2,1,4,85,94,0
A01285,OPS_IT_A,P2,1,4,84,7,1
A01286,OPS_IT_A,P2,1,5,35,225,0
A01287,OPS_IT_A,P2,1,4,89,29,0
A01288,OPS_IT_A,P2,1,5,54,7,0
A01289,OPS_IT_A,P2,0,0,0,0,0
A01290,OPS_IT_A,P2,1,4,73,108,0
A01291,OPS_IT_A,P2,1,4,69,117,0
A01292,OPS_IT_A,P2,1,3,47,35,0
A01293,OPS_IT_A,P2,1,3,48,16,0
A01294,OPS_IT_A,P2,0,0,0,0,0
A01295,OPS_IT_A,P2,1,5,31,20,0
A01296,OPS_IT_A,P2,1,4,82,173,1
A01297,OPS_IT_A,P2,1,4,51,171,0
A01298,OPS_IT_A,P2,1,4,65,48,0
A01299,OPS_IT_A,P2,1,3,91,1,0
A01300,OPS_IT_A,P2,1,4,98,44,0
A01301,OPS_IT_A,P2,1,4,88,42,1
A01302,OPS_IT_A,P2,1,3,39,117,0
A01303,OPS_IT_A,P2,0,0,0,0,0
A01304,OPS_IT_A,P2,1,4,70,38,0
A01305,OPS_IT_A,P2,1,3,67,23,0
A01306,OPS_IT_A,P2,1,4,45,3,0
A01307,OPS_IT_A,P2,1,5,62,262,0
A01308,OPS_IT_A,P2,1,3,56,8,0
A01309,OPS_IT_A,P2,1,4,71,96,0
A01310,OPS_IT_A,P2,1,5,64,9,0
A01311,OPS_IT_A,P2,1,5,95,90,0
A01312,OPS_IT_A,P2,1,5,62,234,0
A01313,OPS_IT_A,P2,1,3,51,60,0
A01314,OPS_IT_A,P2,1,5,84,345,0
A01315,OPS_IT_A,P2,0,0,0,0,0
A01316,OPS_IT_A,P2,1,4,57,33,0
A01317,OPS_IT_A,P2,1,5,61,6,0
A01318,OPS_IT_A,P2,1,5,100,47,0
