person_id,unit_id,period,in_scope,phish_sent,phish_clicked,phish_reported,credential_submitted,training_assigned,training_completed
P00562,RND,P1,1,4,1,0,0,3,3
P00563,RND,P1,1,4,1,1,0,4,3
P00564,RND,P1,0,0,0,0,0,0,0
P00565,RND,P1,1,4,0,0,0,3,3
P00566,RND,P1,1,3,0,1,0,3,2
P00567,RND,P1,1,3,1,0,0,4,4
P00568,RND,P1,1,5,3,0,1,2,0
P00569,RND,P1,1,5,0,1,0,3,2
P00570,RND,P1,1,4,1,2,0,3,0
P00571,RND,P1,1,4,0,1,0,2,2
P00572,RND,P1,1,3,0,1,0,3,3
P00573,RND,P1,1,3,1,0,0,4,3
P00574,RND,P1,0,0,0,0,0,0,0
P00575,RND,P1,1,4,0,1,0,2,1
P00576,RND,P1,1,5,0,2,0,4,2
P00577,RND,P1,0,0,0,0,0,0,0
P00578,RND,P1,1,3,0,0,0,2,2
P00579,RND,P1,1,5,2,1,1,3,1
P00580,RND,P1,1,4,1,0,0,4,1
P00581,RND,P1,1,3,1,2,1,3,3
P00582,RND,P1,0,0,0,0,0,0,0
P00583,RND,P1,1,3,1,1,0,2,2
P00584,RND,P1,1,3,0,0,0,2,2
P00585,RND,P1,1,5,0,4,0,2,1
P00586,RND,P1,1,4,0,0,0,2,1
P00587,RND,P1,1,4,0,1,0,3,3
P00588,RND,P1,1,5,1,2,1,3,2
P00589,RND,P1,1,5,0,2,0,4,3
P00590,RND,P1,1,5,0,1,0,4,3
P00591,RND,P1,1,5,3,1,0,2,2
P00592,RND,P1,1,3,0,1,0,2,2
P00593,RND,P1,1,5,2,0,0,3,3
P00594,RND,P1,1,4,1,0,0,4,1
P00595,RND,P1,1,4,2,2,2,2,0
P00596,RND,P1,1,4,0,0,0,3,2
P00597,RND,P1,1,3,1,1,0,4,4
P00598,RND,P1,1,3,1,0,1,3,0
P00599,RND,P1,1,4,1,0,0,3,2
P00600,RND,P1,1,4,2,0,1,3,2
P00601,RND,P1,1,3,1,1,0,3,3
P00602,RND,P1,1,3,1,0,1,3,3
P00603,RND,P1,1,5,0,1,0,4,3
P00604,RND,P1,1,3,0,0,0,3,2
P00605,RND,P1,1,5,2,0,1,2,2
P00606,RND,P1,1,4,0,0,0,2,2
P00607,RND,P1,1,5,2,2,0,3,3
P00608,RND,P1,1,3,0,1,0,2,2
P00609,RND,P1,1,3,0,0,0,3,3
P00610,RND,P1,1,3,1,1,0,3,3
P00611,RND,P1,1,4,2,0,2,4,4
P00612,RND,P1,1,3,0,1,0,3,2
P00613,RND,P1,1,4,0,1,0,2,2
P00614,RND,P1,1,4,0,0,0,4,4
P00615,RND,P1,1,5,1,0,1,2,2
P00616,RND,P1,1,3,0,0,0,2,2
P00617,RND,P1,1,3,1,0,1,2,1
P00618,RND,P1,1,3,0,1,0,4,4
P00619,RND,P1,1,3,0,1,0,2,2
P00620,RND,P1,1,3,0,1,0,3,2
P00621,RND,P1,1,4,0,1,0,2,2
P00622,RND,P1,1,3,0,1,0,3,2
P00623,RND,P1,1,4,0,0,0,3,2
P00624,RND,P1,1,4,1,1,1,4,3
P00625,RND,P1,0,0,0,0,0,0,0
P00626,RND,P1,1,4,1,1,1,3,2
P00627,RND,P1,1,5,1,0,1,4,3
P00628,RND,P1,1,3,1,0,1,2,2
P00629,RND,P1,1,4,0,1,0,4,3
P00630,RND,P1,1,4,0,2,0,2,2
P00631,RND,P1,1,5,1,1,1,4,3
P00632,RND,P1,1,4,0,3,0,3,3
P00633,RND,P1,1,4,0,0,0,3,3
P00634,RND,P1,1,4,0,0,0,3,2
P00635,RND,P1,1,4,0,0,0,2,2
P00636,RND,P1,1,3,0,0,0,3,2
P00637,RND,P1,1,3,0,0,0,3,3
P00638,RND,P1,1,4,0,3,0,3,3
P00639,RND,P1,0,0,0,0,0,0,0
P00640,RND,P1,1,3,0,1,0,4,4
P00641,RND,P1,1,5,0,1,0,3,2
P00642,RND,P1,0,0,0,0,0,0,0
P00643,RND,P1,0,0,0,0,0,0,0
P00644,RND,P1,1,5,0,1,0,3,2
P00645,RND,P1,1,4,0,0,0,3,3
P00646,RND,P1,1,4,1,1,0,4,3
P00647,RND,P1,1,4,0,0,0,4,4
P00648,RND,P1,1,4,0,0,0,2,1
P00649,RND,P1,1,4,2,1,1,4,3
P00650,RND,P1,1,4,0,1,0,3,1
P00651,RND,P1,1,4,0,1,0,3,2
P00652,RND,P1,1,4,1,2,1,2,1
P00653,RND,P1,1,5,0,2,0,3,3
P00654,RND,P1,1,4,1,1,1,2,2
P00655,RND,P1,1,4,2,0,1,3,1
P00656,RND,P1,1,4,2,0,1,2,2
P00657,RND,P1,1,4,1,0,1,4,0
P00658,RND,P1,1,3,0,0,0,3,2
P00659,RND,P1,1,4,0,1,0,3,2
P00660,RND,P1,1,5,0,3,0,4,4
P00661,RND,P1,1,5,1,0,1,4,2
P00662,RND,P1,1,3,0,0,0,2,2
P00663,RND,P1,1,4,0,1,0,3,3
P00664,RND,P1,1,4,0,0,0,4,2
P00665,RND,P1,1,3,1,1,0,2,2
P00666,RND,P1,1,3,0,0,0,3,2
P00667,RND,P1,1,4,1,1,1,3,2
P00668,RND,P1,1,4,1,0,0,4,3
P00669,RND,P1,1,4,1,0,1,3,3
P00670,RND,P1,1,3,0,1,0,2,2
P00671,RND,P1,1,3,1,2,0,3,2
P00672,RND,P1,1,4,0,0,0,3,2
P00673,RND,P1,0,0,0,0,0,0,0
P00674,RND,P1,1,3,0,1,0,2,1
P00675,RND,P1,0,0,0,0,0,0,0
P00676,RND,P1,1,4,0,1,0,3,3
P00677,RND,P1,1,4,0,1,0,4,3
P00678,RND,P1,1,3,0,0,0,4,4
P00679,RND,P1,1,4,1,0,1,3,3
P00680,RND,P1,1,5,1,2,1,3,3
P00681,RND,P1,1,3,0,0,0,2,2
P00682,RND,P1,1,4,1,0,0,3,3
P00683,RND,P1,1,4,0,1,0,3,1
P00684,RND,P1,0,0,0,0,0,0,0
P00685,RND,P1,1,5,0,1,0,2,2
P00686,RND,P1,1,5,0,2,0,4,4
P00687,RND,P1,1,3,0,1,0,4,3
P00688,RND,P1,1,3,0,0,0,4,3
P00689,RND,P1,0,0,0,0,0,0,0
P00690,RND,P1,1,4,1,1,1,3,1
P00691,RND,P1,1,4,0,1,0,4,4
P00692,RND,P1,1,4,0,2,0,2,1
P00693,RND,P1,1,3,1,0,1,2,2
P00694,RND,P1,1,4,2,1,2,4,1
P00695,RND,P1,1,4,1,1,0,3,1
P00696,RND,P1,1,3,0,1,0,3,3
P00697,RND,P1,1,4,1,1,0,3,3
P00698,RND,P1,0,0,0,0,0,0,0
P00699,RND,P1,1,3,0,0,0,3,3
P00700,RND,P1,1,4,0,1,0,4,3
P00701,RND,P1,1,3,0,1,0,4,2
P00702,RND,P1,1,5,0,2,0,4,2
P00703,RND,P1,1,4,0,0,0,2,2
P00704,RND,P1,1,3,0,0,0,4,4
P00705,RND,P1,1,4,0,1,0,3,2
P00706,RND,P1,1,5,0,1,0,3,3
P00707,RND,P1,1,5,1,0,0,3,3
P00708,RND,P1,1,3,1,1,0,4,2
P00709,RND,P1,1,4,1,2,0,3,3
P00710,RND,P1,1,4,0,0,0,3,1
P00711,RND,P1,1,5,2,0,2,3,1
P00712,RND,P1,1,4,1,2,0,3,3
P00713,RND,P1,1,3,0,0,0,3,3
P00714,RND,P1,1,4,1,0,0,3,3
P00715,RND,P1,1,5,1,1,0,4,2
P00716,RND,P1,1,4,2,0,1,3,3
P00717,RND,P1,1,4,0,0,0,3,2
P00718,RND,P1,1,4,0,2,0,2,2
P00719,RND,P1,1,4,1,0,1,3,2
P00720,RND,P1,1,3,0,1,0,3,2
P00721,RND,P1,0,0,0,0,0,0,0
P00722,RND,P1,1,4,0,1,0,3,3
P00723,RND,P1,1,4,0,0,0,4,3
P00724,RND,P1,1,4,0,1,0,4,1
P00725,RND,P1,1,3,0,2,0,3,3
P00726,RND,P1,1,5,2,0,0,4,3
P00727,RND,P1,1,4,2,1,0,2,2
P00728,RND,P1,1,3,2,0,1,3,1
P00729,RND,P1,1,4,1,0,0,3,3
P00730,RND,P1,0,0,0,0,0,0,0
P00731,RND,P1,1,4,0,2,0,3,2
P00732,RND,P1,1,5,0,0,0,3,3
P00733,RND,P1,1,5,2,2,2,4,4
P00734,RND,P1,1,3,0,1,0,4,4
P00735,RND,P1,1,3,2,1,1,4,2
P00736,RND,P1,1,4,0,0,0,3,3
P00737,RND,P1,1,4,1,1,0,3,3
P00738,RND,P1,1,3,1,1,0,3,1
P00739,RND,P1,1,3,0,1,0,2,2
P00740,RND,P1,1,4,2,2,1,3,2
P00741,OPS_IT_A,P1,1,4,1,1,0,3,3
P00742,OPS_IT_A,P1,1,3,0,0,0,3,1
P00743,OPS_IT_A,P1,1,4,2,0,0,2,1
P00744,OPS_IT_A,P1,1,4,2,0,1,4,1
P00745,OPS_IT_A,P1,0,0,0,0,0,0,0
P00746,OPS_IT_A,P1,0,0,0,0,0,0,0
P00747,OPS_IT_A,P1,1,4,2,0,1,3,2
P00748,OPS_IT_A,P1,0,0,0,0,0,0,0
P00749,OPS_IT_A,P1,0,0,0,0,0,0,0
P00750,OPS_IT_A,P1,0,0,0,0,0,0,0
P00751,OPS_IT_A,P1,1,5,1,0,1,4,2
P00752,OPS_IT_A,P1,0,0,0,0,0,0,0
P00753,OPS_IT_A,P1,0,0,0,0,0,0,0
P00754,OPS_IT_A,P1,0,0,0,0,0,0,0
P00755,OPS_IT_A,P1,1,5,2,0,1,3,2
P00756,OPS_IT_A,P1,1,3,0,1,0,3,3
P00757,OPS_IT_A,P1,1,3,0,0,0,2,1
P00758,OPS_IT_A,P1,0,0,0,0,0,0,0
P00759,OPS_IT_A,P1,1,4,3,1,0,3,1
P00760,OPS_IT_A,P1,0,0,0,0,0,0,0
P00761,OPS_IT_A,P1,0,0,0,0,0,0,0
P00762,OPS_IT_A,P1,0,0,0,0,0,0,0
P00763,OPS_IT_A,P1,1,4,2,0,2,3,2
P00764,OPS_IT_A,P1,0,0,0,0,0,0,0
P00765,OPS_IT_A,P1,1,4,1,1,1,3,2
P00766,OPS_IT_A,P1,0,0,0,0,0,0,0
P00767,OPS_IT_A,P1,0,0,0,0,0,0,0
P00768,OPS_IT_A,P1,1,4,2,0,2,2,0
P00769,OPS_IT_A,P1,0,0,0,0,0,0,0
P00770,OPS_IT_A,P1,1,4,2,0,1,4,2
P00771,OPS_IT_A,P1,1,4,0,0,0,2,0
P00772,OPS_IT_A,P1,1,4,1,0,1,3,2
P00773,OPS_IT_A,P1,0,0,0,0,0,0,0
P00774,OPS_IT_A,P1,1,4,1,0,1,3,0
P00775,OPS_IT_A,P1,1,5,3,0,3,3,1
P00776,OPS_IT_A,P1,1,3,2,1,1,2,2
P00777,OPS_IT_A,P1,0,0,0,0,0,0,0
P00778,OPS_IT_A,P1,1,3,1,0,0,3,2
P00779,OPS_IT_A,P1,1,3,0,0,0,3,3
P00780,OPS_IT_A,P1,1,4,0,1,0,2,2
P00781,OPS_IT_A,P1,1,3,2,0,1,2,2
P00782,OPS_IT_A,P1,1,4,1,0,0,3,2
P00783,OPS_IT_A,P1,1,4,2,0,1,3,1
P00784,OPS_IT_A,P1,0,0,0,0,0,0,0
P00785,OPS_IT_A,P1,1,4,0,2,0,3,3
P00786,OPS_IT_A,P1,0,0,0,0,0,0,0
P00787,OPS_IT_A,P1,0,0,0,0,0,0,0
P00788,OPS_IT_A,P1,0,0,0,0,0,0,0
P00789,OPS_IT_A,P1,1,4,3,0,2,3,1
P00790,OPS_IT_A,P1,1,4,1,1,1,3,1
P00791,OPS_IT_A,P1,1,5,1,0,0,4,3
P00792,OPS_IT_A,P1,1,4,1,0,0,2,0
P00793,OPS_IT_A,P1,1,4,2,0,0,2,0
P00794,OPS_IT_A,P1,1,4,1,1,1,4,3
P00795,OPS_IT_A,P1,1,4,1,0,1,3,1
P00796,OPS_IT_A,P1,0,0,0,0,0,0,0
P00797,OPS_IT_A,P1,1,4,4,0,3,4,2
P00798,OPS_IT_A,P1,0,0,0,0,0,0,0
P00799,OPS_IT_A,P1,1,5,1,0,0,2,1
P00800,OPS_IT_A,P1,0,0,0,0,0,0,0
P00801,OPS_IT_A,P1,0,0,0,0,0,0,0
P00802,OPS_IT_A,P1,0,0,0,0,0,0,0
P00803,OPS_IT_A,P1,1,3,0,0,0,3,2
P00804,OPS_IT_A,P1,0,0,0,0,0,0,0
P00805,OPS_IT_A,P1,0,0,0,0,0,0,0
P00806,OPS_IT_A,P1,0,0,0,0,0,0,0
P00807,OPS_IT_A,P1,1,5,1,1,1,3,0
P00808,OPS_IT_A,P1,0,0,0,0,0,0,0
P00809,OPS_IT_A,P1,1,4,1,0,0,4,3
P00810,OPS_IT_A,P1,0,0,0,0,0,0,0
P00811,OPS_IT_A,P1,0,0,0,0,0,0,0
P00812,OPS_IT_A,P1,1,4,0,0,0,2,1
P00813,OPS_IT_A,P1,0,0,0,0,0,0,0
P00814,OPS_IT_A,P1,0,0,0,0,0,0,0
P00815,OPS_IT_A,P1,1,3,1,1,1,4,2
P00816,OPS_IT_A,P1,1,4,2,0,2,3,2
P00817,OPS_IT_A,P1,1,5,1,2,0,4,0
P00818,OPS_IT_A,P1,1,5,1,0,0,4,2
P00819,OPS_IT_A,P1,1,3,2,0,0,4,1
P00820,OPS_IT_A,P1,1,5,0,1,0,3,3
P00821,OPS_IT_A,P1,1,4,2,0,0,3,1
P00822,OPS_IT_A,P1,1,4,1,0,0,2,1
P00823,OPS_IT_A,P1,0,0,0,0,0,0,0
P00824,OPS_IT_A,P1,0,0,0,0,0,0,0
P00825,OPS_IT_A,P1,0,0,0,0,0,0,0
P00826,OPS_IT_A,P1,1,3,1,0,1,4,3
P00827,OPS_IT_A,P1,0,0,0,0,0,0,0
P00828,OPS_IT_A,P1,1,3,0,0,0,3,1
P00829,OPS_IT_A,P1,1,4,1,0,1,3,1
P00830,OPS_IT_A,P1,0,0,0,0,0,0,0
P00831,OPS_IT_A,P1,0,0,0,0,0,0,0
P00832,OPS_IT_A,P1,1,3,0,0,0,3,1
P00833,OPS_IT_A,P1,1,5,0,1,0,4,2
P00834,OPS_IT_A,P1,1,3,2,0,0,3,1
P00835,OPS_IT_A,P1,1,5,2,0,0,3,2
P00836,OPS_IT_A,P1,1,3,1,0,1,2,1
P00837,OPS_IT_A,P1,1,5,1,1,1,4,2
P00838,OPS_IT_A,P1,1,5,3,0,1,3,2
P00839,OPS_IT_A,P1,1,4,1,0,0,3,2
P00840,OPS_IT_A,P1,1,3,2,0,1,3,1
P00841,OPS_IT_A,P1,0,0,0,0,0,0,0
P00842,OPS_IT_A,P1,1,3,0,0,0,4,2
P00843,OPS_IT_A,P1,1,4,3,0,1,3,3
P00844,OPS_IT_A,P1,0,0,0,0,0,0,0
P00845,OPS_IT_A,P1,0,0,0,0,0,0,0
P00846,OPS_IT_A,P1,1,3,1,0,1,3,3
P00847,OPS_IT_A,P1,1,5,1,1,1,2,1
P00848,OPS_IT_A,P1,1,3,1,0,0,3,3
P00849,OPS_IT_A,P1,0,0,0,0,0,0,0
P00850,OPS_IT_A,P1,0,0,0,0,0,0,0
P00851,OPS_IT_A,P1,0,0,0,0,0,0,0
P00852,OPS_IT_A,P1,1,4,1,1,0,4,4
P00853,OPS_IT_A,P1,1,3,2,0,1,2,1
P00854,OPS_IT_A,P1,1,5,3,1,3,3,2
P00855,OPS_IT_A,P1,1,5,2,0,1,3,2
P00856,OPS_IT_A,P1,1,5,2,1,0,2,1
P00857,OPS_IT_A,P1,1,3,1,0,1,2,0
P00858,OPS_IT_A,P1,1,5,3,1,1,3,0
P00859,OPS_IT_A,P1,0,0,0,0,0,0,0
P00860,OPS_IT_A,P1,0,0,0,0,0,0,0
P00861,OPS_IT_A,P1,0,0,0,0,0,0,0
P00862,OPS_IT_A,P1,0,0,0,0,0,0,0
P00863,OPS_IT_A,P1,1,5,1,0,1,3,2
P00864,OPS_IT_A,P1,0,0,0,0,0,0,0
P00865,OPS_IT_A,P1,1,4,1,0,1,2,0
P00866,OPS_IT_A,P1,0,0,0,0,0,0,0
P00867,OPS_IT_A,P1,0,0,0,0,0,0,0
P00868,OPS_IT_A,P1,0,0,0,0,0,0,0
P00869,OPS_IT_A,P1,1,4,1,0,1,3,2
P00870,OPS_IT_A,P1,1,4,1,0,0,4,3
P00871,OPS_IT_A,P1,1,3,0,0,0,3,1
P00872,OPS_IT_A,P1,0,0,0,0,0,0,0
P00873,OPS_IT_A,P1,0,0,0,0,0,0,0
P00874,OPS_IT_A,P1,0,0,0,0,0,0,0
P00875,OPS_IT_A,P1,1,4,1,0,1,4,2
P00876,OPS_IT_A,P1,1,4,2,1,0,4,4
P00877,OPS_IT_A,P1,0,0,0,0,0,0,0
P00878,OPS_IT_A,P1,0,0,0,0,0,0,0
P00879,OPS_IT_A,P1,1,3,0,0,0,4,3
P00880,OPS_IT_A,P1,0,0,0,0,0,0,0
P00881,OPS_IT_A,P1,1,4,2,0,1,3,1
P00882,OPS_IT_A,P1,1,5,2,0,1,2,1
P00883,OPS_IT_A,P1,1,5,1,0,1,3,1
P00884,OPS_IT_A,P1,1,4,3,0,2,4,3
P00885,OPS_IT_A,P1,1,4,0,0,0,2,2
P00886,OPS_IT_A,P1,0,0,0,0,0,0,0
P00887,OPS_IT_A,P1,1,3,1,0,0,3,2
P00888,OPS_IT_A,P1,1,4,0,0,0,3,3
P00889,OPS_IT_A,P1,1,5,2,1,1,2,0
P00890,OPS_IT_A,P1,0,0,0,0,0,0,0
P00891,OPS_IT_A,P1,0,0,0,0,0,0,0
P00892,OPS_IT_A,P1,0,0,0,0,0,0,0
P00893,OPS_IT_A,P1,1,4,2,0,0,3,2
P00894,OPS_IT_A,P1,1,4,0,1,0,4,1
P00895,OPS_IT_A,P1,0,0,0,0,0,0,0
P00896,OPS_IT_A,P1,0,0,0,0,0,0,0
P00897,OPS_IT_A,P1,0,0,0,0,0,0,0
P00898,OPS_IT_A,P1,0,0,0,0,0,0,0
P00899,OPS_IT_A,P1,0,0,0,0,0,0,0
P00900,OPS_IT_A,P1,1,3,2,0,2,2,1
P00901,OPS_IT_A,P1,0,0,0,0,0,0,0
P00902,OPS_IT_A,P1,0,0,0,0,0,0,0
P00903,OPS_IT_A,P1,0,0,0,0,0,0,0
P00904,OPS_IT_A,P1,1,4,3,0,3,4,2
P00905,OPS_IT_A,P1,0,0,0,0,0,0,0
P00906,OPS_IT_A,P1,1,4,0,1,0,3,2
P00907,OPS_IT_A,P1,0,0,0,0,0,0,0
P00908,OPS_IT_A,P1,1,3,0,1,0,3,0
P00909,OPS_IT_A,P1,1,3,0,0,0,4,4
P00910,OPS_IT_A,P1,0,0,0,0,0,0,0
P00911,OPS_IT_A,P1,0,0,0,0,0,0,0
P00912,OPS_IT_A,P1,0,0,0,0,0,0,0
P00913,OPS_IT_A,P1,1,4,0,1,0,4,3
P00914,OPS_IT_A,P1,0,0,0,0,0,0,0
P00915,OPS_IT_A,P1,0,0,0,0,0,0,0
P00916,OPS_IT_A,P1,0,0,0,0,0,0,0
P00917,OPS_IT_A,P1,1,4,1,0,0,3,2
P00918,OPS_IT_A,P1,0,0,0,0,0,0,0
P00919,OPS_IT_A,P1,1,3,2,0,2,4,2
P00920,OPS_IT_A,P1,1,4,0,1,0,2,1
P00921,OPS_IT_A,P1,1,4,2,0,2,3,2
P00922,OPS_IT_A,P1,0,0,0,0,0,0,0
P00923,OPS_IT_A,P1,1,4,2,0,0,2,2
P00924,OPS_IT_A,P1,0,0,0,0,0,0,0
P00925,OPS_IT_A,P1,1,3,1,0,1,4,3
P00926,OPS_IT_A,P1,1,3,1,0,0,2,1
P00927,OPS_IT_A,P1,0,0,0,0,0,0,0
P00928,OPS_IT_A,P1,1,4,0,1,0,2,1
P00929,OPS_IT_A,P1,1,4,1,0,0,4,1
P00930,OPS_IT_A,P1,1,3,0,0,0,3,2
P00931,OPS_IT_A,P1,0,0,0,0,0,0,0
P00932,OPS_IT_A,P1,1,4,1,0,0,3,0
P00933,OPS_IT_A,P1,1,4,2,0,1,3,1
P00934,OPS_IT_A,P1,1,4,0,0,0,4,2
P00935,OPS_IT_A,P1,1,3,0,0,0,2,2
P00936,OPS_IT_A,P1,0,0,0,0,0,0,0
P00937,OPS_IT_A,P1,1,4,2,0,1,4,1
P00938,OPS_IT_A,P1,0,0,0,0,0,0,0
P00939,OPS_IT_A,P1,0,0,0,0,0,0,0
P00940,OPS_IT_A,P1,1,3,2,0,1,2,1
P00941,OPS_IT_A,P1,1,4,1,0,1,4,3
P00942,OPS_IT_A,P1,1,4,0,0,0,2,1
P00943,OPS_IT_A,P1,1,3,2,0,1,4,0
P00944,OPS_IT_A,P1,0,0,0,0,0,0,0
P00945,OPS_IT_A,P1,0,0,0,0,0,0,0
P00946,OPS_IT_A,P1,0,0,0,0,0,0,0
P00947,OPS_IT_A,P1,1,5,0,0,0,3,2
P00948,OPS_IT_A,P1,1,5,0,0,0,2,0
P00949,OPS_IT_A,P1,1,5,3,1,0,3,1
P00950,OPS_IT_A,P1,1,4,1,0,0,3,3
P00951,OPS_IT_A,P1,1,4,1,0,1,3,2
P00952,OPS_IT_A,P1,1,5,1,0,0,3,2
P00953,OPS_IT_A,P1,1,4,0,0,0,4,1
P00954,OPS_IT_A,P1,1,3,1,1,0,3,1
P00955,OPS_IT_A,P1,1,4,0,0,0,4,3
P00956,OPS_IT_A,P1,1,4,1,0,1,3,2
P00957,OPS_IT_A,P1,1,5,2,0,2,3,3
P00958,OPS_IT_A,P1,1,3,2,0,0,3,3
P00959,OPS_IT_A,P1,0,0,0,0,0,0,0
P00960,OPS_IT_A,P1,1,4,2,0,0,3,3
P00961,OPS_IT_A,P1,1,5,1,0,1,2,2
P00962,OPS_IT_A,P1,1,3,1,0,0,2,2
P00963,OPS_IT_A,P1,0,0,0,0,0,0,0
P00964,OPS_IT_A,P1,0,0,0,0,0,0,0
P00965,OPS_IT_A,P1,0,0,0,0,0,0,0
P00966,OPS_IT_A,P1,1,4,0,0,0,2,1
P00967,OPS_IT_A,P1,1,4,2,1,1,2,1
P00968,OPS_IT_A,P1,1,3,0,0,0,2,2
P00969,OPS_IT_A,P1,0,0,0,0,0,0,0
P00970,OPS_IT_A,P1,1,3,0,0,0,3,2
P00971,OPS_IT_A,P1,1,4,1,0,0,4,3
P00972,OPS_IT_A,P1,0,0,0,0,0,0,0
P00973,OPS_IT_A,P1,1,4,0,0,0,3,1
P00974,OPS_IT_A,P1,1,4,0,0,0,3,3
P00975,OPS_IT_A,P1,0,0,0,0,0,0,0
P00976,OPS_IT_A,P1,1,3,2,0,2,2,2
P00977,OPS_IT_A,P1,0,0,0,0,0,0,0
P00978,OPS_IT_A,P1,1,4,0,0,0,3,3
P00979,OPS_IT_A,P1,1,3,1,0,0,3,1
P00980,OPS_IT_A,P1,1,5,4,0,1,3,2
P00981,OPS_IT_A,P1,1,4,1,0,0,3,0
P00982,OPS_IT_A,P1,0,0,0,0,0,0,0
P00983,OPS_IT_A,P1,0,0,0,0,0,0,0
P00984,OPS_IT_A,P1,1,3,1,0,1,4,1
P00985,OPS_IT_A,P1,0,0,0,0,0,0,0
P00986,OPS_IT_A,P1,0,0,0,0,0,0,0
P00987,OPS_IT_A,P1,0,0,0,0,0,0,0
P00988,OPS_IT_A,P1,0,0,0,0,0,0,0
P00989,OPS_IT_A,P1,1,3,1,0,0,3,2
P00990,OPS_IT_A,P1,0,0,0,0,0,0,0
P00991,OPS_IT_A,P1,1,4,2,0,2,3,3
P00992,OPS_IT_A,P1,1,4,1,0,1,4,2
P00993,OPS_IT_A,P1,1,4,1,0,1,2,1
P00994,OPS_IT_A,P1,1,3,1,0,0,3,2
P00995,OPS_IT_A,P1,0,0,0,0,0,0,0
P00996,OPS_IT_A,P1,1,5,2,0,1,4,3
P00997,OPS_IT_A,P1,1,4,1,0,1,4,3
P00998,OPS_IT_A,P1,0,0,0,0,0,0,0
P00999,OPS_IT_A,P1,1,4,1,0,1,2,1
P01000,OPS_IT_A,P1,1,3,1,0,0,3,2
P01001,OPS_IT_A,P1,0,0,0,0,0,0,0
P01002,OPS_IT_A,P1,1,4,0,0,0,2,2
P01003,OPS_IT_A,P1,0,0,0,0,0,0,0
P01004,OPS_IT_A,P1,1,4,3,0,0,4,1
P01005,OPS_IT_A,P1,1,4,0,0,0,3,3
P01006,OPS_IT_A,P1,1,4,3,0,1,3,3
P01007,OPS_IT_A,P1,1,4,0,0,0,2,0
P01008,OPS_IT_A,P1,1,3,0,0,0,2,1
P01009,OPS_IT_A,P1,1,4,2,1,0,4,4
P01010,OPS_IT_A,P1,0,0,0,0,0,0,0
P01011,OPS_IT_A,P1,1,4,1,0,0,2,1
P01012,OPS_IT_A,P1,0,0,0,0,0,0,0
P01013,OPS_IT_A,P1,1,4,1,0,0,3,1
P01014,OPS_IT_A,P1,1,4,2,1,1,3,1
P01015,OPS_IT_A,P1,1,3,1,0,0,3,2
P01016,OPS_IT_A,P1,0,0,0,0,0,0,0
P01017,OPS_IT_A,P1,0,0,0,0,0,0,0
P01018,OPS_IT_A,P1,1,4,2,0,1,3,0
P01019,OPS_IT_A,P1,1,3,2,0,1,3,1
P01020,OPS_IT_A,P1,1,4,1,0,0,4,2
P01021,OPS_IT_A,P1,1,5,2,0,1,4,1
P01022,OPS_IT_A,P1,0,0,0,0,0,0,0
P01023,OPS_IT_A,P1,0,0,0,0,0,0,0
P01024,OPS_IT_A,P1,0,0,0,0,0,0,0
P01025,OPS_IT_A,P1,1,4,0,0,0,3,3
P01026,OPS_IT_A,P1,0,0,0,0,0,0,0
P01027,OPS_IT_A,P1,1,4,0,0,0,2,2
P01028,OPS_IT_A,P1,1,5,3,0,2,3,3
P01029,OPS_IT_A,P1,1,3,0,0,0,3,1
P01030,OPS_IT_A,P1,1,4,1,1,1,4,1
P01031,OPS_IT_A,P1,0,0,0,0,0,0,0
P01032,OPS_IT_A,P1,0,0,0,0,0,0,0
P01033,OPS_IT_A,P1,1,4,1,0,1,3,1
P01034,OPS_IT_A,P1,0,0,0,0,0,0,0
P01035,OPS_IT_A,P1,1,4,2,0,0,3,2
P01036,OPS_IT_A,P1,1,5,1,1,1,3,1
P01037,OPS_IT_A,P1,0,0,0,0,0,0,0
P01038,OPS_IT_A,P1,1,5,1,0,0,2,0
P01039,OPS_IT_A,P1,1,5,0,0,0,4,2
P01040,OPS_IT_A,P1,0,0,0,0,0,0,0
P01041,OPS_IT_A,P1,1,4,0,1,0,3,3
P01042,OPS_IT_A,P1,0,0,0,0,0,0,0
P01043,OPS_IT_A,P1,1,4,1,0,0,4,3
P01044,OPS_IT_A,P1,1,4,1,0,1,4,2
P01045,OPS_IT_A,P1,0,0,0,0,0,0,0
P01046,OPS_IT_A,P1,1,4,1,0,1,3,2
P01047,OPS_IT_A,P1,0,0,0,0,0,0,0
P01048,OPS_IT_A,P1,0,0,0,0,0,0,0
P01049,OPS_IT_A,P1,1,4,1,0,0,4,1
P01050,OPS_IT_A,P1,0,0,0,0,0,0,0
P01051,OPS_IT_A,P1,0,0,0,0,0,0,0
P01052,OPS_IT_A,P1,0,0,0,0,0,0,0
P01053,OPS_IT_A,P1,0,0,0,0,0,0,0
P01054,OPS_IT_A,P1,1,4,2,0,0,4,4
P01055,OPS_IT_A,P1,0,0,0,0,0,0,0
P01056,OPS_IT_A,P1,0,0,0,0,0,0,0
P01057,OPS_IT_A,P1,1,4,2,0,1,3,3
P01058,OPS_IT_A,P1,0,0,0,0,0,0,0
P01059,OPS_IT_A,P1,1,3,0,0,0,3,2
P01060,OPS_IT_A,P1,1,4,1,1,0,2,1
P01061,OPS_IT_A,P1,1,5,1,0,1,3,3
